Epoch, Train_Loss, Val_Loss, BLEU, LR
1,5.560753417170905,5.251221656799316,0.5121391434270413,0.0009979871469976197
2,5.051237292279345,5.080297855230478,2.7481987126400043,0.0009919647942993148
3,4.833576365493741,5.008432865142822,3.4563483592630817,0.0009819814303479266
4,4.658582286377618,4.9829751161428595,3.081802426714473,0.0009681174353198686
5,4.511654905763846,4.9855920901665325,3.240887109797604,0.0009504844339512095
6,4.379518844463207,5.018327951431274,2.741289377803522,0.000929224396800933
7,4.262393122405008,5.0485187493837795,3.1753084174781954,0.0009045084971874737
8,4.152435645558476,5.088827279897837,3.4326319608101232,0.0008765357330018055
9,4.050866243886013,5.1323933601379395,3.404520636477838,0.0008455313244934324
10,3.9515487851660236,5.176906677392813,2.6893457530660494,0.0008117449009293668
11,3.85447985050725,5.239348081442026,3.1840922037810304,0.0007754484907260512
12,3.7609409335391972,5.285088814221895,4.679530983720083,0.0007369343312364993
13,3.6756844769895465,5.337971632297222,3.199285803581607,0.0006965125158269618
14,3.596917243305115,5.395611836360051,3.404520636477838,0.0006545084971874737
15,3.5219580103888752,5.4256134400000935,2.702579369082794,0.0006112604669781572
16,3.4546821839409456,5.491349697113037,4.1803911573667145,0.0005671166329088278
17,3.3901638891182695,5.52036190032959,3.5769714176936387,0.0005224324151752575
18,3.3302397385142206,5.574425000410813,2.9975082053626507,0.0004775675848247426
19,3.2714020167041187,5.608501617725079,3.71301317837363,0.0004328833670911723
20,3.2178762712250086,5.641208575322078,3.2163021202787667,0.00038873953302184284
21,3.168249470475972,5.696674860440767,3.3439002906441155,0.00034549150281252633
22,3.1189370960451677,5.712604027528029,0.8959009202550617,0.0003034874841730383
23,3.074266087775137,5.735920117451594,3.462777143941108,0.0002630656687635007
24,3.0326109301290742,5.780230448796199,3.008754317488275,0.0002245515092739488
25,2.995550311468785,5.804461259108323,3.1314546224442874,0.00018825509907063325
26,2.960842587070008,5.8218676677116985,2.815660779783172,0.00015446867550656767
27,2.9309560759135063,5.843455021197979,2.977915188669793,0.00012346426699819457
28,2.9012673290726405,5.860390644807082,2.828488723598247,9.549150281252633e-05
29,2.8782411805944506,5.880635701693022,3.2259298160821035,7.077560319906695e-05
30,2.8579201360673427,5.890395916425264,2.640952781814281,4.9515566048790485e-05
31,2.840599171736142,5.901691088309655,2.640952781814281,3.18825646801314e-05
32,2.8300579098055305,5.902975394175603,2.640952781814281,1.801856965207338e-05
33,2.820620939362802,5.9101801835573635,2.640952781814281,8.035205700685167e-06
34,2.8122667102772168,5.909407010445228,2.640952781814281,2.012853002380466e-06
35,2.810513955056018,5.909040909547072,2.640952781814281,0.001
36,3.3191698968800063,5.723086320436918,3.2681774625128113,0.0009979871469976197
37,3.398708862936315,5.65771458699153,0.4525136863652935,0.0009919647942993148
38,3.3941128456514646,5.654702700101412,3.1840922037810304,0.0009819814303479266
39,3.3753262973818643,5.665959504934458,3.4602225235925044,0.0009681174353198686
40,3.3543352514570315,5.656409740447998,4.316127204953213,0.0009504844339512095
41,3.325384973181099,5.698634881239671,4.149613178571424,0.000929224396800933
42,3.2986905850096724,5.678430887369009,0.4233378072549417,0.0009045084971874737
43,3.2677208779943796,5.721199824259831,3.1575188749113527,0.0008765357330018055
44,3.231031193452723,5.732761969933143,3.1900118299544595,0.0008455313244934324
45,3.1964522306695744,5.780590094052828,3.14852040207395,0.0008117449009293668
46,3.1580397386696344,5.801813895885761,2.999614773697853,0.0007754484907260512
47,3.1213317114803005,5.803880783227774,0.45747709381889007,0.0007369343312364993
48,3.0827136938348576,5.829349352763249,2.6285519234461887,0.0006965125158269618
49,3.041760671112792,5.851723450880784,0.45747709381889007,0.0006545084971874737
50,3.0011968275041103,5.906810026902419,3.213101419236345,0.0006112604669781572
51,2.9619040577499955,5.928606271743774,3.225399699179339,0.0005671166329088278
52,2.921215744060109,5.930667877197266,3.1753084174781954,0.0005224324151752575
53,2.882138560280561,5.978085737961989,2.709588765083974,0.0004775675848247426
54,2.844053256485717,5.989379240916326,4.149613178571424,0.0004328833670911723
55,2.8049839914234633,6.029681169069731,0.535712757793665,0.00038873953302184284
56,2.768003935387971,6.063735228318435,3.805896178910438,0.00034549150281252633
57,2.733202623126294,6.089257552073552,2.8526402318243087,0.0003034874841730383
58,2.6993696679217103,6.096676826477051,3.394226254141841,0.0002630656687635007
59,2.6669685393896496,6.106221969311054,2.925328465780224,0.0002245515092739488
60,2.637787585684417,6.1324175871335544,3.4252100104491645,0.00018825509907063325
61,2.612022321468345,6.153968150799091,3.823633790560298,0.00015446867550656767
