Epoch, Train_Loss, Val_Loss, BLEU, LR
106,2.795270832535488,6.121008671247042,2.4439370440954913,0.0009979871469976197
107,2.904125185054372,6.072741123346182,3.233423330267186,0.0009919647942993148
108,2.9227728755385787,6.081591514440683,3.218519825368281,0.0009819814303479266
109,2.9276260025880436,6.060514560112586,3.608262681360673,0.0009681174353198686
110,2.9235561616020784,6.008014257137592,3.2416404824910465,0.0009504844339512095
111,2.9087717636997663,6.067925306466909,3.3439002906441155,0.000929224396800933
112,2.8955967774318454,6.057069558363694,2.822353137094197,0.0009045084971874737
113,2.8765841413427284,6.047666072845459,0.4085309123009938,0.0008765357330018055
114,2.853735907145315,6.109220266342163,3.28172330762237,0.0008455313244934324
115,2.8290489218593424,6.114520311355591,3.457920987623307,0.0008117449009293668
116,2.800630353894369,6.128721824059119,0.8589764529125328,0.0007754484907260512
117,2.7759932863946055,6.162934431662927,3.290934688678016,0.0007369343312364993
118,2.7443960772620306,6.128338868801411,3.2666877824613567,0.0006965125158269618
119,2.7113938544570493,6.191141311938946,3.334127702121787,0.0006545084971874737
120,2.68073413938219,6.232143237040593,0.7374778452261432,0.0006112604669781572
121,2.65009742157132,6.218276280623216,3.020928018167666,0.0005671166329088278
122,2.61746638221159,6.2739936205057,3.1376768573579223,0.0005224324151752575
123,2.585139373808385,6.286865894611065,2.4332634651716143,0.0004775675848247426
124,2.552797887839523,6.273359151986929,3.1871523120888297,0.0004328833670911723
125,2.522422514709772,6.301236152648926,3.203120285879434,0.00038873953302184284
126,2.4924222456863503,6.335487934259268,0.4667671066331214,0.00034549150281252633
127,2.4630862684810864,6.358260301443247,2.686004846406024,0.0003034874841730383
128,2.4351287542604934,6.36271517093365,2.7649748249372834,0.0002630656687635007
129,2.4107012525363167,6.381754710124089,3.218583760928658,0.0002245515092739488
130,2.387255735127235,6.38402797625615,3.1228160446455933,0.00018825509907063325
131,2.3645195867501054,6.393359441023606,3.2767474948763278,0.00015446867550656767
132,2.346778402141496,6.404715959842388,2.8432373956470576,0.00012346426699819457
133,2.326591040314153,6.410876585887029,2.854164902577333,9.549150281252633e-05
134,2.313202040907085,6.419856419930091,3.3044224287438433,7.077560319906695e-05
135,2.2990241232520874,6.435381797643808,3.3044224287438433,4.9515566048790485e-05
136,2.29021970534896,6.436487693053025,3.3044224287438433,3.18825646801314e-05
137,2.2813581069829936,6.436443365537203,3.3044224287438433,1.801856965207338e-05
138,2.2741634232805703,6.439492555765005,3.3044224287438433,8.035205700685167e-06
139,2.2716256304763762,6.440152131594145,3.3044224287438433,2.012853002380466e-06
140,2.269137755458391,6.441568576372587,3.3044224287438433,0.001
141,2.6764604203841267,6.2811483053060675,0.44931900772092875,0.0009979871469976197
142,2.79066883141179,6.1951963901519775,2.6253584990185437,0.0009919647942993148
143,2.8143432966244766,6.159763556260329,3.7564177856077166,0.0009819814303479266
144,2.820046406166226,6.092932407672588,2.8474094353277097,0.0009681174353198686
145,2.8176566126040123,6.11861359156095,2.285997372788804,0.0009504844339512095
146,2.8084580809981734,6.125899131481464,3.2163021202787667,0.000929224396800933
147,2.797512131319067,6.141490954619187,3.181754810636018,0.0009045084971874737
148,2.821604696494042,6.119785217138437,3.2377559452775677,0.0008765357330018055
149,2.7728983239151033,6.149063165371235,3.2163021202787667,0.0008455313244934324
150,2.7393341142367693,6.179307644183819,3.927985724140303,0.0008117449009293668
151,2.713993062640587,6.177733256266667,0.5911236427815304,0.0007754484907260512
152,2.6852328678621444,6.212160348892212,0.5119453614503401,0.0007369343312364993
153,2.655912957679732,6.245911231407752,2.914447784870737,0.0006965125158269618
154,2.625439819427357,6.269401788711548,0.3869259693539466,0.0006545084971874737
155,2.5971865773460703,6.25568962097168,3.342626022448434,0.0006112604669781572
156,2.5674490066395346,6.314971391971294,2.680101273103988,0.0005671166329088278
157,2.5365376529610493,6.312394857406616,3.1871523120888297,0.0005224324151752575
158,2.5064478512682946,6.299930224051843,0.5043687279130143,0.0004775675848247426
159,2.476005607700556,6.326665493158194,2.854873220016786,0.0004328833670911723
160,2.446208389755947,6.357756486305823,2.4061056223532384,0.00038873953302184284
161,2.4196220857125743,6.370304015966562,2.710457919571071,0.00034549150281252633
162,2.392927756236789,6.378228187561035,3.166451125026223,0.0003034874841730383
163,2.367500792920979,6.415080125515278,2.7337363052319876,0.0002630656687635007
164,2.3422233668807286,6.417152056327233,0.36341905607149805,0.0002245515092739488
165,2.3211717917249093,6.438754980380718,3.2163021202787667,0.00018825509907063325
166,2.3011484364278956,6.418877124786377,3.1150193915681577,0.00015446867550656767
167,2.282453342200884,6.453238487243652,2.560966724440594,0.00012346426699819457
168,2.268120090945873,6.442957492975088,2.0206999187878143,9.549150281252633e-05
169,2.2519351064769273,6.455918000294612,0.43193585447005534,7.077560319906695e-05
170,2.2400618877286225,6.456820689714872,0.3388595710478234,4.9515566048790485e-05
171,2.231394364683197,6.4587964828197775,0.4267177104448524,3.18825646801314e-05
172,2.2231591677613767,6.464512146436251,0.2900521873648716,1.801856965207338e-05
173,2.215893847750163,6.471165913801927,0.31759428744526286,8.035205700685167e-06
174,2.2128656133847038,6.469882946748,0.4267177104448524,2.012853002380466e-06
175,2.2120425867359104,6.469981908798218,0.4267177104448524,0.001
176,2.5966083281440153,6.346818703871507,2.297170524993066,0.0009979871469976197
177,2.709534600928978,6.226786228326651,3.233423330267186,0.0009919647942993148
178,2.731152908994222,6.219512590995202,0.7313264707712488,0.0009819814303479266
179,2.736554923919811,6.19965202991779,2.982064311301023,0.0009681174353198686
180,2.7385145547862666,6.2021140318650465,4.258303194192549,0.0009504844339512095
181,2.729543539953128,6.178014296751756,4.2537598600826465,0.000929224396800933
182,2.7168100482757835,6.230557826849131,3.2163021202787667,0.0009045084971874737
183,2.7020117628808116,6.223734965691199,0.3350728362704272,0.0008765357330018055
184,2.683315857303428,6.25009641280541,3.1586834449963157,0.0008455313244934324
185,2.6610085709681957,6.210230919030996,0.7737788130809291,0.0008117449009293668
186,2.6394913331615637,6.2689694074484015,2.585399492774775,0.0007754484907260512
187,2.6134385631494794,6.268572275455181,0.33277292964363564,0.0007369343312364993
188,2.5854294014392596,6.27199884561392,3.1391629324737425,0.0006965125158269618
189,2.559922502451213,6.304667674578154,2.539982459056469,0.0006545084971874737
190,2.5316594072936147,6.3612557374514065,3.260856738873781,0.0006112604669781572
191,2.5030024399684665,6.3874140702761135,3.03220298846209,0.0005671166329088278
192,2.4741714494160836,6.3734373312730055,3.2684413507773806,0.0005224324151752575
193,2.4473794316933826,6.377477480815007,3.264925002114502,0.0004775675848247426
194,2.417724261356595,6.387864828109741,3.4513289735964743,0.0004328833670911723
195,2.391157828125299,6.427219482568594,0.5167001131287842,0.00038873953302184284
196,2.3637809623560355,6.420578021269578,3.1228160446455933,0.00034549150281252633
197,2.33804419928906,6.442565331092248,2.887756259621631,0.0003034874841730383
198,2.3147686026454752,6.454273443955642,3.2150334471885533,0.0002630656687635007
199,2.292623182787095,6.4689812293419475,3.3044224287438433,0.0002245515092739488
200,2.2718841655581605,6.473915081757766,3.2216130207364073,0.00018825509907063325
201,2.253179003730059,6.489997148513794,3.3044224287438433,0.00015446867550656767
202,2.234076470331429,6.484114830310528,2.7150793479782376,0.00012346426699819457
203,2.2205738569396773,6.483899740072397,3.3044224287438433,9.549150281252633e-05
204,2.206533819501956,6.4972979839031515,2.956896961641203,7.077560319906695e-05
205,2.1948588772277167,6.498624911675086,3.3044224287438433,4.9515566048790485e-05
206,2.1870783450556734,6.505975283109224,3.3044224287438433,3.18825646801314e-05
207,2.179686520354161,6.502348294624915,3.3044224287438433,1.801856965207338e-05
208,2.174605346712931,6.502837933026827,3.3044224287438433,8.035205700685167e-06
209,2.171013247733023,6.504461471851055,3.3044224287438433,2.012853002380466e-06
210,2.1685632340009438,6.50455273114718,3.3044224287438433,0.001
211,2.529631398601989,6.392965481831477,2.86753372221793,0.0009979871469976197
212,2.6431041330034177,6.285558810600867,3.3028178715459022,0.0009919647942993148
213,2.667570297494693,6.274153874470637,3.4425611635350095,0.0009819814303479266
214,2.6759323902379455,6.250384972645686,3.199593492208596,0.0009681174353198686
215,2.675504247607229,6.240962927158062,0.4491321992849864,0.0009504844339512095
216,2.668581258757182,6.243084375674908,0.5468570418108057,0.000929224396800933
217,2.656829993449525,6.234563937553992,2.9904631701498907,0.0009045084971874737
218,2.6428863581489113,6.228770035963792,3.050979136275977,0.0008765357330018055
219,2.6233537664600446,6.259088406196008,0.42002159900326025,0.0008455313244934324
220,2.606356696625421,6.282911905875573,2.694275358072033,0.0008117449009293668
221,2.582743626014859,6.282804544155415,3.6792139801291963,0.0007754484907260512
222,2.5598663660435896,6.286232783244206,3.3356898402494495,0.0007369343312364993
223,2.536969504844649,6.310885667800903,0.843017234094735,0.0006965125158269618
224,2.509836323121015,6.3567202641413765,3.298864040427783,0.0006545084971874737
225,2.4811079211224656,6.3336498737335205,3.222076278976174,0.0006112604669781572
226,2.454808669412318,6.370283218530508,1.5280369006711356,0.0005671166329088278
227,2.427686085108838,6.426289393351628,3.2921803781582346,0.0005224324151752575
228,2.3999672715180838,6.414913929425753,3.2793858127983095,0.0004775675848247426
229,2.3722939517243495,6.41617096387423,2.5549350860612208,0.0004328833670911723
230,2.348252169187292,6.449075808891883,3.2150334471885533,0.00038873953302184284
231,2.3226438010180437,6.465108926479633,2.9605460740747627,0.00034549150281252633
232,2.2983335170870514,6.469571443704458,3.2150334471885533,0.0003034874841730383
233,2.276738366270377,6.459779555980976,3.2150334471885533,0.0002630656687635007
234,2.252636284090595,6.4858406873849725,3.222076278976174,0.0002245515092739488
235,2.233922291944749,6.483739834565383,3.2150334471885533,0.00018825509907063325
236,2.2147372314353393,6.497589973302988,3.2150334471885533,0.00015446867550656767
237,2.1999292264576833,6.495875156842745,3.2150334471885533,0.00012346426699819457
238,2.182406669088958,6.508610578683706,3.2150334471885533,9.549150281252633e-05
239,2.171674456211996,6.50867852797875,3.1055597552592644,7.077560319906695e-05
240,2.1608792270710264,6.501758428720327,3.2150334471885533,4.9515566048790485e-05
241,1.2444208055280133,6.399892403529241,3.1653683204030503,0.0009979871469976197
242,1.3574093432208292,6.391530513763428,3.608262681360673,0.0009919647942993148
243,1.3813787007903222,6.317532521027785,3.526500220696932,0.0009819814303479266
244,1.3862544594247357,6.286801870052631,3.0078217307515946,0.0009681174353198686
245,1.3817980380359558,6.280785138790424,3.8180422755082533,0.0009504844339512095
246,1.37069149734148,6.370255140157846,3.5280768874104833,0.000929224396800933
247,1.3607260900385239,6.334245645082914,3.4209421030292533,0.0009045084971874737
248,1.3384705109274206,6.435786980849046,3.17710720183873,0.0008765357330018055
249,1.3157862481987814,6.429583824597872,3.5201413840558304,0.0008455313244934324
250,1.2938767515755947,6.49126228919396,2.84142506785136,0.0008117449009293668
251,1.2655914863470072,6.578016941363995,3.0768908490023787,0.0007754484907260512
252,1.240281461890227,6.64053148489732,2.7751235382516883,0.0007369343312364993
253,1.2089684721171725,6.648824545053335,2.860990000338025,0.0006965125158269618
254,1.1769520729974983,6.7127951842087965,3.2014448473354946,0.0006545084971874737
255,1.147183785770973,6.793896198272705,3.1554496191226544,0.0006112604669781572
256,1.1149036320725818,6.849900649144099,3.138951254568132,0.0005671166329088278
257,1.0829854533563252,6.951343224598811,2.8128149757544767,0.0005224324151752575
258,1.047930577481754,7.087510310686552,2.934335881844836,0.0004775675848247426
259,1.0195657121330046,7.111837423764742,2.003670101890138,0.0004328833670911723
260,0.9867330677888492,7.18327887241657,3.1698617562752336,0.00038873953302184284
261,0.9562049218512308,7.271900708858784,2.3979608469768334,0.00034549150281252633
262,0.9286999777771029,7.368915136043842,3.2600713938561325,0.0003034874841730383
263,0.9022882523619791,7.4206300882192755,3.2150334471885533,0.0002630656687635007
264,0.8755195881027023,7.51863169670105,3.2150334471885533,0.0002245515092739488
265,0.8536138908535826,7.582459633166973,3.2750904469214257,0.00018825509907063325
266,0.8307866097016012,7.626847468889677,2.628641082814852,0.00015446867550656767
267,0.8121153874594661,7.6982182539426365,2.677491719996769,0.00012346426699819457
268,0.7944650440953656,7.764385370107798,3.2150334471885533,9.549150281252633e-05
269,0.7791207854784132,7.820684891480666,3.2150334471885533,7.077560319906695e-05
270,0.7691181992913123,7.832426841442402,3.1400222938091202,4.9515566048790485e-05
271,0.7579386945903172,7.848255964425894,2.628641082814852,3.18825646801314e-05
272,0.7511981712706988,7.871339596234835,3.3107288692201005,1.801856965207338e-05
273,0.7451636022472173,7.879860199414766,2.628641082814852,8.035205700685167e-06
274,0.7416251440713089,7.8928611278533936,2.628641082814852,2.012853002380466e-06
275,0.7389386941664619,7.894377928513747,2.628641082814852,0.001
276,1.1368795642406073,6.710874777573806,0.4385069503499026,0.0009979871469976197
277,1.2766260409926538,6.541164049735436,3.5490421207415435,0.0009919647942993148
278,1.3065865206043186,6.473575206903311,3.315951865619138,0.0009819814303479266
279,1.3170266829284967,6.399062890272874,3.5977228211875687,0.0009681174353198686
280,1.3229837814966838,6.353220242720384,2.5101501072765364,0.0009504844339512095
281,1.3131919359070023,6.452625623116126,2.4246869683010615,0.000929224396800933
282,1.3027370235758928,6.372837415108314,2.6040232622124106,0.0009045084971874737
283,1.285092112285639,6.487292179694543,3.3361375475680233,0.0008765357330018055
284,1.2667799671231272,6.540508123544546,3.5936769958585613,0.0008455313244934324
285,1.2437613524642646,6.657896463687603,3.3494478108669044,0.0008117449009293668
286,1.2196188866442845,6.633394167973445,2.677491719996769,0.0007754484907260512
287,1.1939162362634745,6.709807304235605,3.129995524925932,0.0007369343312364993
288,1.167366047700246,6.791943091612596,1.754509306976597,0.0006965125158269618
289,1.137496071313721,6.870883519832905,3.258474689593402,0.0006545084971874737
290,1.266243673227971,6.543874263763428,4.383935015880047,0.0006112604669781572
291,1.1444585301257946,6.897730974050669,3.2806600361670917,0.0005671166329088278
292,1.0673444969721608,6.974567523369422,3.1554496191226544,0.0005224324151752575
293,1.0305357877984804,7.141940630399263,3.3000658966238534,0.0004775675848247426
294,0.9940843853555733,7.200306819035457,3.1566361866843184,0.0004328833670911723
295,0.9608165955491575,7.332387190598708,2.926930675504192,0.00038873953302184284
296,0.9316098338118826,7.444334470308744,3.3044880707504687,0.00034549150281252633
297,0.9030844380912698,7.5479305890890265,2.677491719996769,0.0003034874841730383
298,0.8793034213300883,7.586503193928645,3.1566361866843184,0.0002630656687635007
299,0.8519342069012926,7.700639798091008,3.7201314222388766,0.0002245515092739488
300,0.8288083206334664,7.815818291444045,3.1566361866843184,0.00018825509907063325
